date,team,number,name,position,minutes_played,status
2026/04/11(土) 14:30 キックオフ,東京経済大学,7,大塚　恭生,MF,90,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,13,宮﨑　悠斗,MF,90,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,16,村松　晴登,MF,90,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,21,古垣　大樹,MF,63,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,28,海老原　寛大,MF,63,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,18,新井　悠河,FW,72,先発
2026/04/11(土) 14:30 キックオフ,東京経済大学,30,寺内　聡,GK,0,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,3,古澤　友麻,DF,11,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,6,松井　一晟,DF,0,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,14,中島　洋之介,MF,0,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,15,久保寺　壱晟,MF,0,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,17,吉儀　大,MF,27,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,26,田中　大夢,MF,0,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,29,駒田　晴生,MF,27,控え
2026/04/11(土) 14:30 キックオフ,東京経済大学,9,小尾　丞斗,FW,18,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,3,信賀　有希,DF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,5,松井　琢磨,DF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,7,森岡　大地,MF,85,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,10,内田　凜,MF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,11,中村　隼人,MF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,13,堀野辺　空,MF,74,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,14,林　雄琉,MF,83,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,16,今村　光汰,GK,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,19,国谷　康太,FW,63,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,23,國本　純成,MF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,36,上野　湊,DF,90,先発
2026/04/11(土) 17:03 キックオフ,玉川大学,12,松本　里央,FW,0,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,15,丸尾　航琉,DF,0,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,17,上野　兼叶,FW,27,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,18,佐久間　駿喜,FW,7,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,22,歳森　杏介,MF,7,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,26,杉山　和勢,MF,0,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,27,楠山　奈音,DF,5,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,33,荒井　陽大,FW,16,控え
2026/04/11(土) 17:03 キックオフ,玉川大学,34,坂本　佳晴,MF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,1,重山　武史,GK,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,2,久保田　琳,DF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,3,中嶋　惇仁,DF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,8,中里　春輝,DF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,10,森田　蓮人,FW,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,11,田辺　伊吹,FW,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,13,藤倉　空知,MF,80,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,19,加藤　大聖,DF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,22,水越　大心,MF,72,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,33,宇野　大稀,MF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,40,泉谷　俊,MF,90,先発
2026/04/11(土) 17:03 キックオフ,武蔵大学,4,小野寺　拓巳,DF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,14,石塚　優斗,MF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,15,柳澤　広喜,MF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,21,神田　謙二郎,GK,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,24,永山　泰希,DF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,26,池戸　虹成,MF,18,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,28,藤田　和,MF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,45,寺田　聡,MF,0,控え
2026/04/11(土) 17:03 キックオフ,武蔵大学,47,廣井　悠真,FW,10,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,1,金 柱相,GK,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,2,沈 瑞輝,DF,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,4,金 悠宇,DF,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,20,金 星希,DF,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,8,朴 創嶺,MF,80,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,10,朴 ソラ,MF,72,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,19,金 亨政,MF,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,28,崔 廣敏,MF,45,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,29,鄭 誓華,MF,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,11,鄭 泰男,FW,90,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,14,金 世諒,FW,89,先発
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,12,金 利優,GK,0,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,5,愼 昌樹,DF,0,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,6,姜 正晃,MF,10,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,17,金 翔栄,MF,18,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,23,チョ ヘフィ,MF,1,控え
2026/04/12(日) 10:00 キックオフ,朝鮮大学校,9,金 翔元,FW,45,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,30,大久保　陸翔,GK,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,3,五十嵐　晴生,DF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,11,平田　竜誠,DF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,15,林　晃希,DF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,5,橋本　晃進,MF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,7,小林　優介,MF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,8,春原　	哲汰,MF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,10,小林　暢,MF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,13,齊藤　大翔,MF,77,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,14,杉本　侑哉,MF,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,9,功刀　崇斗,FW,90,先発
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,1,古渕　雅喜,GK,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,2,菅原　颯太郎,DF,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,29,常盤　啓太,DF,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,6,石塚　快,MF,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,23,小野　晟和,MF,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,27,宮代　匠,MF,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,12,川瀬　桜介,FW,13,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,18,前原　海聖,FW,0,控え
2026/04/12(日) 10:00 キックオフ,神奈川工科大学（神奈川県）,19,脇屋　颯人,FW,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,1,磯貝 仁斗,GK,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,2,横山 聡大,DF,77,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,3,北村 翼,DF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,25,間 琥太朗,DF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,37,清水 佑,DF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,93,小川 寧大,DF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,6,大塚 逢祥,MF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,10,城田 優,MF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,14,葛西 由晏,MF,90,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,24,川口 友作,MF,82,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,9,遠田 凌,FW,73,先発
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,91,嶋﨑 寛大,GK,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,77,新門 一晏,DF,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,5,星 恒輝,MF,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,46,鈴木 堅斗,MF,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,98,久場 莉稀,MF,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,18,中村 陶冶,FW,13,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,19,有田 海志,FW,0,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,28,谷口 莉都,FW,8,控え
2026/04/12(日) 14:00 キックオフ,日本大学文理学部,29,髙山 周,FW,17,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,1,清水　天斗,GK,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,6,目黒　嵩人,DF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,3,雨宮　壮汰,DF,64,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,5,池羽　航輝,DF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,27,津田　楓真,DF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,41,佃　孝太,MF,82,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,47,渡辺　浩史,MF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,14,信國　達也,MF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,10,安藤　稜人,MF,64,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,29,佐藤　大心,MF,90,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,16,栗栖　晴己,MF,77,先発
2026/04/12(日) 14:00 キックオフ,大東文化大学,12,妹尾　典,GK,0,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,4,正木　翠羽,DF,0,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,22,髙野　広大,DF,0,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,13,佐久間　勇斗,MF,0,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,11,舘　颯之介,MF,26,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,9,熊田　裕,MF,13,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,96,奥田　大翔,FW,26,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,43,並木　俊輔,MF,8,控え
2026/04/12(日) 14:00 キックオフ,大東文化大学,7,笠原　壮瑠,FW,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,1,若尾　林太朗,GK,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,2,松本　隆宏,DF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,3,中川　賢人,DF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,5,小林　恭輔,DF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,6,神山　晃太,MF,64,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,7,児島　巧海,MF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,8,小川　将弥,MF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,10,小林　千紘,MF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,11,渡辺　創士,MF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,13,梶　圭朝,DF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,16,藤井　冬威,MF,90,先発
2026/04/12(日) 15:00 キックオフ,学習院大学,4,木内　温大,DF,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,9,佐藤　雄哉,FW,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,12,大西　怜真,GK,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,14,佐藤　友樹,MF,26,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,15,早稲田　睦,FW,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,17,原　壮太,FW,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,18,大久保　史温,MF,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,24,柳澤　和希,DF,0,控え
2026/04/12(日) 15:00 キックオフ,学習院大学,25,西村　藍斗,DF,0,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,1,佐藤 翔,GK,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,2,松本 大地,DF,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,3,船木 匡太朗,DF,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,4,福平 太一,DF,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,5,小林 侑希,DF,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,7,内堀 太貴,MF,45,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,8,桒原 一斗,MF,61,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,9,緒方 快青,MF,69,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,13,沢 柊斗,MF,61,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,14,藤田 晴,FW,90,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,26,桾澤 琢太,MF,78,先発
2026/04/12(日) 15:00 キックオフ,帝京大学,6,近江 智哉,MF,29,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,10,細木 創太,FW,21,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,11,渡辺 結心,MF,45,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,12,牧野 長太朗,GK,0,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,15,杉浦 慶樹,FW,12,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,16,池内 優介,DF,29,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,19,佐山 洸士,MF,0,控え
2026/04/12(日) 15:00 キックオフ,帝京大学,27,山下 湊太郎,DF,0,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,3,五十嵐　晴生,DF,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,5,橋本　晃進,MF,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,7,小林　優介,MF,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,8,春原　	哲汰,MF,81,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,9,功刀　崇斗,FW,78,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,10,小林　暢,MF,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,11,平田　竜誠,DF,58,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,13,齊藤　大翔,MF,78,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,14,杉本　侑哉,MF,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,15,林　晃希,DF,78,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,30,大久保　陸翔,GK,90,先発
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,1,古渕　雅喜,GK,0,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,2,菅原　颯太郎,DF,0,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,6,石塚　快,MF,0,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,12,川瀬　桜介,FW,12,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,18,前原　海聖,FW,32,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,23,小野　晟和,MF,9,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,29,常盤　啓太,DF,12,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,27,宮代　匠,MF,0,控え
2026/04/18(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,19,脇屋　颯人,FW,12,控え
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,1,磯貝 仁斗,GK,90,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,2,横山 聡大,DF,90,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,3,北村 翼,DF,90,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,6,大塚 逢祥,MF,46,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,9,遠田 凌,FW,85,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,10,城田 優,MF,90,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,14,葛西 由晏,MF,85,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,24,川口 友作,MF,85,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,25,間 琥太朗,DF,78,先発
2026/04/18(土) 10:00 キックオフ,日本大学文理学部,37,清水 佑,DF,90,先発
